code,office,borough,address,latitude,longitude,install_date,LCD,QR,type
300,정동사거리,중구,서울특별시 중구 정동길 2-1,37.56805,126.969231,07/10/2015,7,,LCD
310,청계광장 옆,중구,서울특별시 중구 세종대로 136,37.568878,126.97747,07/10/2015,13,,LCD
311,서울광장 옆,중구,서울특별시 중구 세종대로 지하 101,37.566612,126.97747,07/10/2015,35,,LCD
312,시청역 1번출구 뒤,중구,서울특별시 중구 세종대로 지하101,37.564674,126.976738,07/10/2015,7,,LCD
318,광교사거리 남측,중구,서울특별시 중구 청계천로 30,37.568527,126.982552,07/10/2015,10,,LCD
320,을지로입구역 4번출구 앞,중구,서울특별시 중구 을지로 55,37.566223,126.983589,07/10/2015,20,,LCD
321,KEB 하나금융그룹 명동사옥 옆,중구,서울특별시 중구 을지로 66,37.565464,126.984138,07/10/2015,15,,LCD
322,명동성당 앞,중구,서울특별시 중구 명동길 74,37.564476,126.986969,07/10/2015,15,,LCD
324,신세계백화점 본점 앞,중구,서울특별시 중구 퇴계로 77,37.56134,126.9804,07/10/2015,10,,LCD
331,을지로2가 사거리 북측,중구,서울특별시 중구 을지로 79,37.566383,126.987206,28/07/2020,,10,QR
332,을지로2가 사거리 남측,중구,중구 을지로2가 149-10 ,37.56599,126.987793,07/10/2015,5,,LCD
336,티마크 호텔 앞,중구,서울특별시 중구 충무로 15,37.562618,126.992836,07/10/2015,10,,LCD
346,맥스타일 앞,중구,서울특별시 중구 마장로 3,37.569183,127.00988,07/10/2015,10,,LCD
347,동대문역사문화공원역 9번출구 앞,중구,서울특별시 중구 장충단로 지하230,37.565331,127.007843,07/10/2015,18,,LCD
370,시청역(2호선) 9번출구 뒤,중구,서울특별시 중구 서소문로 지하127,37.563229,126.974838,15/06/2016,26,,LCD
371,동대입구역 6번출구 뒤,중구,서울특별시 중구 동호로 지하256,37.558872,127.005539,15/06/2016,10,,LCD
372,약수역 3번출구 뒤,중구,서울특별시 중구 다산로 지하122,37.554295,127.0112,15/06/2016,10,,LCD
