"","code","latitude","longitude","install_date","LCD","QR","type"
"988",108,37.552746,126.918617,2015-09-06,10,NA,"LCD"
"989",109,37.547691,126.919983,2015-09-07,10,NA,"LCD"
"990",111,37.547871,126.923531,2015-09-07,10,NA,"LCD"
"991",112,37.549202,126.923203,2015-09-07,10,NA,"LCD"
"992",113,37.557499,126.923805,NA,NA,NA,"QR"
"993",114,37.55706,126.924423,2015-09-07,15,NA,"LCD"
"994",118,37.547733,126.931763,2015-09-07,10,NA,"LCD"
"995",119,37.545284,126.931053,2015-09-07,10,NA,"LCD"
"996",120,37.545242,126.934113,2015-09-07,5,NA,"LCD"
"997",121,37.549767,126.933174,2015-09-07,15,NA,"LCD"
"998",122,37.547459,126.938377,2015-09-07,10,NA,"LCD"
"999",124,37.55114,126.936989,2015-09-07,20,NA,"LCD"
"1000",125,37.549484,126.93895,2015-09-07,15,NA,"LCD"
"1001",126,37.550411,126.943848,2015-09-07,20,NA,"LCD"
"1002",127,37.55352,126.936951,2015-09-07,15,NA,"LCD"
"1003",129,37.555054,126.937569,2015-09-07,15,NA,"LCD"
"1004",130,37.554859,126.936157,2015-09-07,10,NA,"LCD"
"1005",136,37.556004,126.942299,2015-09-07,7,NA,"LCD"
"1006",142,37.557201,126.955666,2016-06-29,11,NA,"LCD"
"1007",143,37.544579,126.950218,2016-06-29,9,NA,"LCD"
"1008",144,37.543579,126.951324,2016-06-29,10,NA,"LCD"
"1009",145,37.54425,126.951637,2016-06-29,9,NA,"LCD"
"1010",146,37.539936,126.945824,2016-06-29,12,NA,"LCD"
"1011",147,37.539272,126.945915,2016-06-29,7,NA,"LCD"
"1012",148,37.542347,126.943024,2016-06-29,11,NA,"LCD"
"1013",150,37.552956,126.934341,2016-06-29,15,NA,"LCD"
"1014",151,37.555687,126.905548,2016-06-29,10,NA,"LCD"
"1015",152,37.55661,126.898018,2020-09-24,NA,30,"QR"
"1016",153,37.564697,126.912613,2016-06-29,10,NA,"LCD"
"1017",154,37.560909,126.905495,2016-06-29,13,NA,"LCD"
"1018",155,37.56855,126.914513,2016-06-29,15,NA,"LCD"
"1019",156,37.549904,126.955147,2016-06-29,10,NA,"LCD"
"1020",157,37.553001,126.956688,2016-06-29,12,NA,"LCD"
"1021",181,37.551342,126.902672,2016-07-06,15,NA,"LCD"
"1022",182,37.551567,126.902847,2016-07-06,10,NA,"LCD"
"1023",183,37.565166,126.919395,2016-07-06,15,NA,"LCD"
"1024",184,37.558949,126.907753,2016-07-06,9,NA,"LCD"
"1025",185,37.542545,126.934296,2016-07-06,15,NA,"LCD"
"1026",186,37.563965,126.898209,2016-07-06,40,NA,"LCD"
"1027",199,37.566845,126.896446,2016-09-02,30,NA,"LCD"
"1028",400,37.587524,126.883003,2015-10-07,15,NA,"LCD"
"1029",401,37.586189,126.881615,2015-10-07,15,NA,"LCD"
"1030",402,37.582855,126.879822,2015-10-07,20,NA,"LCD"
"1031",403,37.58559,126.884727,2015-10-07,20,NA,"LCD"
"1032",405,37.582657,126.885788,2015-10-07,8,NA,"LCD"
"1033",406,37.581314,126.880585,2015-10-07,15,NA,"LCD"
"1034",407,37.580631,126.883675,2015-10-07,8,NA,"LCD"
"1035",408,37.580811,126.88665,2015-10-07,20,NA,"LCD"
"1036",409,37.579399,126.88916,2015-10-07,25,NA,"LCD"
"1037",410,37.577496,126.887772,2015-10-07,10,NA,"LCD"
"1038",411,37.577995,126.891472,2015-10-07,9,NA,"LCD"
"1039",412,37.575802,126.890739,2015-10-07,20,NA,"LCD"
"1040",413,37.571476,126.889687,2015-10-07,9,NA,"LCD"
"1041",414,37.57822,126.89447,2015-10-07,8,NA,"LCD"
"1042",415,37.577469,126.897362,2015-10-07,10,NA,"LCD"
"1043",416,37.575665,126.894447,2015-10-07,12,NA,"LCD"
"1044",417,37.575069,126.899918,2015-10-07,20,NA,"LCD"
"1045",418,37.570721,126.898979,2015-10-07,10,NA,"LCD"
"1046",419,37.56842,126.899429,2015-10-07,21,NA,"LCD"
"1047",420,37.566246,126.896179,2015-10-07,40,NA,"LCD"
"1048",421,37.565903,126.901184,2015-10-07,8,NA,"LCD"
"1049",422,37.569084,126.894424,2017-08-28,13,NA,"LCD"
"1050",424,37.57362,126.898048,2017-11-01,15,NA,"LCD"
"1051",425,37.584503,126.885597,2017-11-01,10,NA,"LCD"
"1052",426,37.549061,126.954178,2018-07-04,10,NA,"LCD"
"1053",427,37.569584,126.903816,2018-02-26,10,NA,"LCD"
"1054",432,37.563339,126.908203,2018-10-12,10,NA,"LCD"
"1055",436,37.556591,126.94619,2018-11-21,10,NA,"LCD"
"1056",437,37.54821,126.941383,2018-12-04,12,NA,"LCD"
"1057",438,37.56472,126.906769,2018-11-22,15,NA,"LCD"
"1058",439,37.535751,126.944038,2018-12-06,10,NA,"LCD"
"1059",440,37.570006,126.881149,2019-08-02,15,NA,"LCD"
"1060",487,37.54364,126.938309,2020-04-03,NA,26,"QR"
"1061",489,37.583336,126.8834,2020-04-06,NA,10,"QR"
"1062",490,37.582077,126.887665,2020-04-06,NA,10,"QR"
"1063",491,37.575977,126.888069,2020-04-06,NA,10,"QR"
"1064",492,37.573135,126.901848,2020-06-03,NA,10,"QR"
"1065",493,37.556576,126.928856,2020-04-12,NA,7,"QR"
"1066",494,37.547245,126.935028,2020-09-16,NA,5,"QR"
"1067",495,37.542431,126.946999,2020-03-26,NA,10,"QR"
"1068",497,37.551754,126.9123,2020-04-06,NA,20,"QR"
"1069",498,37.564651,126.922127,2020-04-08,NA,10,"QR"
"1070",3002,37.565044,126.903603,2020-04-06,NA,10,"QR"
"1071",3003,37.548805,126.951073,2020-04-02,NA,5,"QR"
"1072",3005,37.566246,126.902184,2020-04-02,NA,20,"QR"
"1073",3006,37.57991,126.888237,2020-04-06,NA,15,"QR"
"1074",3007,37.581947,126.890297,2020-04-06,NA,10,"QR"
"1075",3008,37.577114,126.898361,2020-04-06,NA,10,"QR"
"1076",3009,37.55584,126.920433,2020-04-12,NA,10,"QR"
"1077",3010,37.558296,126.925385,2020-04-12,NA,15,"QR"
"1078",3011,37.553429,126.933792,2020-04-08,NA,10,"QR"
"1079",4202,37.54604,126.926727,2020-12-02,NA,10,"QR"
"1080",4205,NA,NA,2020-12-02,NA,10,"QR"
"1081",4206,NA,NA,2020-12-02,NA,10,"QR"
"1082",4210,NA,NA,2020-12-02,NA,7,"QR"
"1083",700,37.546848,126.872772,2016-06-29,20,NA,"LCD"
"1084",701,37.532803,126.86393,2016-06-29,8,NA,"LCD"
"1085",702,37.532543,126.868729,2016-06-29,16,NA,"LCD"
"1086",703,37.524063,126.87558,2016-06-29,12,NA,"LCD"
"1087",704,37.523254,126.864906,2016-06-29,15,NA,"LCD"
"1088",706,37.521881,126.851753,2016-06-29,15,NA,"LCD"
"1089",707,37.515156,126.854897,2016-06-29,10,NA,"LCD"
"1090",708,37.51897,126.869965,2016-06-29,16,NA,"LCD"
"1091",709,37.511585,126.84156,2016-06-29,20,NA,"LCD"
"1092",710,NA,NA,2020-09-14,NA,10,"QR"
"1093",711,37.517059,126.848488,2016-06-29,20,NA,"LCD"
"1094",712,37.516998,126.838318,2016-06-29,14,NA,"LCD"
"1095",713,37.533047,126.829956,2016-06-29,20,NA,"LCD"
"1096",714,37.532547,126.830803,2016-06-29,10,NA,"LCD"
"1097",716,37.517281,126.864334,2016-07-06,15,NA,"LCD"
"1098",719,37.530369,126.864258,2016-07-06,10,NA,"LCD"
"1099",720,37.516197,126.8349,2016-07-06,10,NA,"LCD"
"1100",722,37.521435,126.857384,2017-11-01,10,NA,"LCD"
"1101",723,37.529163,126.872749,2017-11-01,15,NA,"LCD"
"1102",724,37.510681,126.857399,2017-11-01,15,NA,"LCD"
"1103",725,37.524334,126.850548,2017-11-01,15,NA,"LCD"
"1104",726,37.534389,126.869598,2017-11-01,15,NA,"LCD"
"1105",729,37.51038,126.866798,2017-11-01,10,NA,"LCD"
"1106",731,37.5299,126.876541,2017-11-01,10,NA,"LCD"
"1107",732,37.539551,126.8283,2017-11-01,10,NA,"LCD"
"1108",733,37.514099,126.831001,2017-11-01,10,NA,"LCD"
"1109",734,37.51395,126.856056,2017-11-01,10,NA,"LCD"
"1110",735,37.53643,126.871521,2017-11-01,10,NA,"LCD"
"1111",736,37.52219,126.8367,2017-11-01,10,NA,"LCD"
"1112",737,37.52256,126.84948,2017-11-01,10,NA,"LCD"
"1113",739,37.536201,126.827797,2017-11-01,15,NA,"LCD"
"1114",740,37.536369,126.831711,2017-11-01,10,NA,"LCD"
"1115",741,37.53952,126.825401,2017-11-01,10,NA,"LCD"
"1116",742,37.550732,126.864578,2017-11-01,10,NA,"LCD"
"1117",743,37.5089,126.842682,2017-11-01,10,NA,"LCD"
"1118",744,37.543842,126.882545,2020-10-28,NA,10,"QR"
"1119",745,37.522282,126.839699,2017-11-01,10,NA,"LCD"
"1120",746,37.536503,126.877747,2017-11-01,10,NA,"LCD"
"1121",747,37.53458,126.875648,2017-11-01,10,NA,"LCD"
"1122",748,37.530251,126.879303,2017-11-01,15,NA,"LCD"
"1123",749,37.537228,126.886612,2018-07-04,10,NA,"LCD"
"1124",750,37.512157,126.835625,2018-02-26,10,NA,"LCD"
"1125",752,37.542183,126.863304,2018-02-26,10,NA,"LCD"
"1126",754,37.541142,126.876678,2018-09-27,10,NA,"LCD"
"1127",755,37.537868,126.881409,2018-09-27,10,NA,"LCD"
"1128",756,37.52668,126.876167,2018-09-27,10,NA,"LCD"
"1129",757,37.514278,126.828743,2018-09-27,10,NA,"LCD"
"1130",758,37.514721,126.8592,2018-09-27,10,NA,"LCD"
"1131",759,37.524071,126.8386,2018-09-20,9,NA,"LCD"
"1132",760,37.506821,126.844299,2018-10-15,10,NA,"LCD"
"1133",762,37.524551,126.877052,2018-09-27,10,NA,"LCD"
"1134",763,37.510658,126.859161,2018-11-05,10,NA,"LCD"
"1135",764,37.531029,126.875893,2018-10-26,30,NA,"LCD"
"1136",765,37.524776,126.875481,2019-01-02,10,NA,"LCD"
"1137",766,37.54426,126.88325,2019-03-12,15,NA,"LCD"
"1138",767,37.505745,126.836311,2020-03-11,NA,10,"QR"
"1139",768,37.535919,126.882446,2020-03-12,NA,15,"QR"
"1140",769,37.527855,126.874672,2020-03-15,NA,20,"QR"
"1141",770,37.525715,126.864868,2020-03-13,NA,10,"QR"
"1142",771,37.527706,126.870064,2020-03-13,NA,8,"QR"
"1143",773,37.546707,126.874573,2020-03-16,NA,10,"QR"
"1144",774,37.549507,126.867218,2020-03-16,NA,11,"QR"
"1145",775,37.538376,126.863831,2020-03-16,NA,10,"QR"
"1146",776,37.538742,126.885681,2020-03-13,NA,15,"QR"
"1147",777,37.530128,126.834778,2020-03-11,NA,10,"QR"
"1148",779,37.518845,126.853684,2020-03-09,NA,10,"QR"
"1149",780,37.516907,126.877586,2020-03-11,NA,15,"QR"
"1150",781,37.517593,126.876556,2020-03-11,NA,10,"QR"
"1151",782,37.511673,126.832741,2020-03-15,NA,20,"QR"
"1152",785,37.517326,126.866303,2020-03-15,NA,15,"QR"
"1153",786,37.520439,126.868401,2020-03-18,NA,9,"QR"
"1154",787,37.507904,126.862648,2020-03-09,NA,10,"QR"
"1155",788,37.512379,126.865555,2020-03-06,NA,15,"QR"
"1156",790,37.527607,126.848755,2020-03-11,NA,40,"QR"
"1157",791,37.52478,126.869835,2020-03-13,NA,15,"QR"
"1158",792,37.525372,126.870926,2020-03-13,NA,20,"QR"
"1159",793,37.53355,126.878143,2020-03-12,NA,15,"QR"
"1160",794,37.516842,126.862953,2020-04-20,NA,10,"QR"
"1161",795,37.515419,126.8638,2020-04-20,NA,10,"QR"
"1162",796,37.514664,126.871941,2020-04-20,NA,10,"QR"
"1163",797,37.515156,126.87249,2020-04-20,NA,10,"QR"
"1164",1101,37.581612,126.798599,2017-04-24,10,NA,"LCD"
"1165",1102,37.573643,126.811806,2017-04-24,10,NA,"LCD"
"1166",1103,37.577221,126.812195,2017-06-22,10,NA,"LCD"
"1167",1105,37.581623,126.812653,2017-04-24,10,NA,"LCD"
"1168",1106,37.573032,126.816452,2017-06-20,10,NA,"LCD"
"1169",1108,37.56356,126.81015,2017-04-24,9,NA,"LCD"
"1170",1109,37.563347,126.810486,2017-04-24,6,NA,"LCD"
"1171",1110,37.562683,126.816238,2017-06-20,10,NA,"LCD"
"1172",1111,37.566982,126.8218,2017-04-24,15,NA,"LCD"
"1173",1112,37.568577,126.824776,2017-04-24,15,NA,"LCD"
"1174",1113,37.573093,126.822899,2017-04-24,15,NA,"LCD"
"1175",1114,37.572781,126.826279,2017-04-24,15,NA,"LCD"
"1176",1115,37.551666,126.86409,2017-06-22,10,NA,"LCD"
"1177",1117,37.558197,126.844261,2017-06-22,10,NA,"LCD"
"1178",1118,37.557461,126.861458,2017-04-24,10,NA,"LCD"
"1179",1119,37.554253,126.867561,2017-04-24,6,NA,"LCD"
"1180",1120,37.565189,126.853996,2017-04-24,25,NA,"LCD"
"1181",1121,37.559479,126.86438,2017-04-24,15,NA,"LCD"
"1182",1122,37.561932,126.863869,2017-04-24,10,NA,"LCD"
"1183",1124,37.557968,126.838287,2020-12-11,NA,11,"QR"
"1184",1125,37.552914,126.836571,2017-06-22,10,NA,"LCD"
"1185",1126,37.548908,126.836563,2017-04-24,7,NA,"LCD"
"1186",1127,37.540981,126.838547,2017-04-24,10,NA,"LCD"
"1187",1128,37.541412,126.840225,2017-06-20,10,NA,"LCD"
"1188",1129,37.542099,126.840218,2017-04-24,10,NA,"LCD"
"1189",1130,37.542751,126.842621,2017-04-24,7,NA,"LCD"
"1190",1131,37.546444,126.845459,2017-04-24,8,NA,"LCD"
"1191",1132,37.551109,126.863708,2017-04-24,10,NA,"LCD"
"1192",1135,37.546532,126.862549,2017-04-24,10,NA,"LCD"
"1193",1136,37.544788,126.862,2017-04-24,10,NA,"LCD"
"1194",1137,37.541431,126.86322,2017-04-24,10,NA,"LCD"
"1195",1139,37.536991,126.863365,2017-04-24,8,NA,"LCD"
"1196",1140,37.531399,126.863609,2017-04-24,15,NA,"LCD"
"1197",1141,37.52906,126.84848,2017-04-24,10,NA,"LCD"
"1198",1145,37.528919,126.848083,2017-04-24,10,NA,"LCD"
"1199",1146,37.530338,126.838257,2017-04-24,NA,10,"QR"
"1200",1148,37.54147,126.84478,2017-04-24,10,NA,"LCD"
"1201",1149,37.567284,126.818275,2017-08-31,13,NA,"LCD"
"1202",1150,37.56155,126.810478,2017-11-01,10,NA,"LCD"
"1203",1151,37.560234,126.823471,2017-11-01,25,NA,"LCD"
"1204",1152,37.558666,126.826614,2017-11-01,10,NA,"LCD"
"1205",1153,37.55891,126.838097,2017-11-01,10,NA,"LCD"
"1206",1155,37.56926,126.848419,2017-11-01,10,NA,"LCD"
"1207",1157,37.550659,126.84977,2017-11-01,8,NA,"LCD"
"1208",1158,37.561035,126.854813,2017-11-28,20,NA,"LCD"
"1209",1159,37.565853,126.846596,2017-11-28,20,NA,"LCD"
"1210",1160,37.56768,126.840897,2020-12-31,NA,20,"QR"
"1211",1161,37.549694,126.819664,2017-11-28,10,NA,"LCD"
"1212",1162,37.562679,126.820473,2017-11-28,10,NA,"LCD"
"1213",1163,37.570499,126.820084,2017-11-28,10,NA,"LCD"
"1214",1165,37.568447,126.821648,2017-12-08,20,NA,"LCD"
"1215",1166,37.562569,126.842461,2017-12-22,10,NA,"LCD"
"1216",1167,37.553467,126.825928,2017-12-22,15,NA,"LCD"
"1217",1168,37.560226,126.819069,2018-02-26,10,NA,"LCD"
"1218",1169,37.547199,126.874489,2018-10-04,8,NA,"LCD"
"1219",1170,37.549179,126.868797,2018-10-04,11,NA,"LCD"
"1220",1171,37.550049,126.873161,2018-10-04,8,NA,"LCD"
"1221",1172,37.561249,126.86058,2018-10-04,8,NA,"LCD"
"1222",1173,37.556259,126.853317,2018-10-04,15,NA,"LCD"
"1223",1174,37.556599,126.851471,2018-10-04,9,NA,"LCD"
"1224",1175,37.554379,126.857536,2018-10-04,15,NA,"LCD"
"1225",1177,37.55011,126.823677,2018-10-04,10,NA,"LCD"
"1226",1178,37.572472,126.806168,2018-10-10,10,NA,"LCD"
"1227",1180,37.557468,126.82972,2018-10-04,15,NA,"LCD"
"1228",1181,37.551044,126.818497,2018-10-10,10,NA,"LCD"
"1229",1182,37.556877,126.848808,2018-10-10,20,NA,"LCD"
"1230",1183,37.548321,126.853401,2018-10-30,10,NA,"LCD"
"1231",1184,37.55645,126.815979,2018-10-10,15,NA,"LCD"
"1232",1185,37.562901,126.849472,2018-10-10,10,NA,"LCD"
"1233",1186,37.554729,126.816093,2018-10-10,10,NA,"LCD"
"1234",1187,37.55302,126.818367,2018-12-14,15,NA,"LCD"
"1235",1188,37.571381,126.828339,2018-11-20,8,NA,"LCD"
"1236",1190,37.560501,126.826653,2018-11-20,10,NA,"LCD"
"1237",1191,37.560242,126.827164,2018-11-20,9,NA,"LCD"
"1238",1192,37.555538,126.826759,2018-11-26,10,NA,"LCD"
"1239",1193,37.559471,126.832077,2018-11-20,15,NA,"LCD"
"1240",1194,37.563301,126.836823,2018-11-20,10,NA,"LCD"
"1241",1195,37.564129,126.834312,2018-11-20,20,NA,"LCD"
"1242",1196,37.568241,126.835831,2018-11-20,15,NA,"LCD"
"1243",1197,37.560242,126.835808,2018-11-20,20,NA,"LCD"
"1244",1198,37.56255,126.827438,2018-11-20,20,NA,"LCD"
"1245",1199,37.547821,126.836128,2018-12-04,13,NA,"LCD"
"1246",1200,37.578449,126.798973,2018-12-14,10,NA,"LCD"
"1247",2701,37.565201,126.827316,2018-11-14,15,NA,"LCD"
"1248",2702,37.56918,126.819443,2018-11-14,20,NA,"LCD"
"1249",2703,37.547485,126.872025,2020-03-16,NA,20,"QR"
"1250",2704,37.558334,126.854065,2020-03-16,NA,10,"QR"
"1251",2706,37.576317,126.816498,2020-03-20,NA,13,"QR"
"1252",2707,37.57037,126.844414,2020-03-20,NA,13,"QR"
"1253",2708,37.564682,126.848908,2020-03-20,NA,15,"QR"
"1254",2709,37.564587,126.856918,2020-03-16,NA,20,"QR"
"1255",2710,37.570728,126.841568,2020-03-20,NA,30,"QR"
"1256",2711,37.537361,126.837448,2020-03-18,NA,9,"QR"
"1257",2712,37.538338,126.842392,2020-03-17,NA,10,"QR"
"1258",2713,37.548534,126.846672,2020-03-17,NA,13,"QR"
"1259",2714,37.553173,126.831238,2020-03-17,NA,10,"QR"
"1260",2715,37.566883,126.827683,2020-05-27,NA,25,"QR"
"1261",2716,37.569176,126.828217,2020-03-13,NA,30,"QR"
"1262",2717,37.561337,126.833901,2020-03-15,NA,30,"QR"
"1263",2718,37.554993,126.831894,2020-03-17,NA,15,"QR"
"1264",2719,37.561371,126.830124,2020-03-16,NA,20,"QR"
"1265",2720,37.559589,126.829781,2020-03-16,NA,30,"QR"
"1266",2721,37.563145,126.839562,2020-03-15,NA,12,"QR"
"1267",2722,37.560604,126.83873,2020-03-15,NA,20,"QR"
"1268",2723,37.560894,126.836693,2020-03-16,NA,13,"QR"
"1269",2724,37.568665,126.838799,2020-03-20,NA,25,"QR"
"1270",2725,37.569294,126.836197,2020-03-12,NA,20,"QR"
"1271",2727,37.564087,126.830849,2020-03-15,NA,20,"QR"
"1272",2728,37.565804,126.828079,2020-03-12,NA,30,"QR"
"1273",2729,37.569485,126.828095,2020-03-13,NA,30,"QR"
"1274",2730,37.559128,126.834953,2020-03-15,NA,30,"QR"
"1275",2731,37.554951,126.834732,2020-03-16,NA,14,"QR"
"1276",2732,37.555145,126.829453,2020-03-17,NA,15,"QR"
"1277",2733,37.55854,126.820107,2020-03-20,NA,15,"QR"
"1278",2735,37.562294,126.823952,2020-03-13,NA,30,"QR"
"1279",2737,37.531693,126.846588,2020-03-21,NA,10,"QR"
"1280",2739,37.553585,126.828568,2020-03-17,NA,10,"QR"
"1281",2740,37.57272,126.832069,2020-03-20,NA,30,"QR"
"1282",2741,37.550617,126.826881,2020-03-17,NA,8,"QR"
"1283",2742,37.559402,126.850441,2020-03-17,NA,10,"QR"
"1284",2743,NA,NA,2020-06-01,NA,11,"QR"
"1285",2744,NA,NA,2020-05-27,NA,20,"QR"
"1286",2745,NA,NA,2020-05-28,NA,9,"QR"
"1287",2746,NA,NA,2020-06-18,NA,10,"QR"
"1288",3753,NA,NA,2020-11-09,NA,10,"QR"
"1289",3756,NA,NA,2020-11-09,NA,10,"QR"
"1290",3760,NA,NA,2020-11-23,NA,10,"QR"
"1291",3761,NA,NA,2020-11-11,NA,10,"QR"
"1292",3763,NA,NA,2020-11-11,NA,10,"QR"
"1293",3765,NA,NA,2020-11-11,NA,10,"QR"
"1294",3766,NA,NA,2020-11-24,NA,10,"QR"
"1295",3792,NA,NA,2020-12-21,NA,10,"QR"
"1296",3767,NA,NA,2020-11-11,NA,10,"QR"
"1297",3772,NA,NA,2020-11-09,NA,10,"QR"
"1298",3775,NA,NA,2020-11-10,NA,10,"QR"
"1299",3776,NA,NA,2020-11-09,NA,10,"QR"
"1300",3778,NA,NA,2020-11-09,NA,10,"QR"
"1301",3779,NA,NA,2020-11-24,NA,10,"QR"
"1302",3780,NA,NA,2020-11-11,NA,10,"QR"
"1303",3781,NA,NA,2020-11-10,NA,20,"QR"
"1304",3782,NA,NA,2020-11-10,NA,10,"QR"
"1305",3784,NA,NA,2020-11-10,NA,10,"QR"
"1306",3794,NA,NA,2020-12-21,NA,8,"QR"
"1307",3786,NA,NA,2020-12-21,NA,10,"QR"
"1308",3787,NA,NA,2020-11-10,NA,15,"QR"
"1309",3788,NA,NA,2020-11-10,NA,15,"QR"
"1310",3789,NA,NA,2020-11-11,NA,15,"QR"
"1311",3795,NA,NA,2020-12-21,NA,8,"QR"
"1312",3796,NA,NA,2020-12-21,NA,10,"QR"
"1313",3797,NA,NA,2020-11-02,NA,10,"QR"
"1314",3798,NA,NA,2020-11-02,NA,11,"QR"
"1315",3769,NA,NA,2020-12-24,NA,10,"QR"
"1316",1901,37.507332,126.87973,2017-05-11,10,NA,"LCD"
"1317",1904,37.51424,126.882874,2017-05-11,10,NA,"LCD"
"1318",1906,37.50972,126.890099,2017-05-11,20,NA,"LCD"
"1319",1907,37.489632,126.876259,2017-05-11,12,NA,"LCD"
"1320",1908,37.495285,126.872162,2017-05-11,10,NA,"LCD"
"1321",1910,37.497505,126.884377,2017-05-11,5,NA,"LCD"
"1322",1911,37.48494,126.901321,2017-05-11,10,NA,"LCD"
"1323",1912,37.4888,126.890663,2017-05-11,10,NA,"LCD"
"1324",1913,37.491032,126.892151,2017-05-11,10,NA,"LCD"
"1325",1914,37.494404,126.894447,2017-06-27,10,NA,"LCD"
"1326",1916,37.494141,126.889984,2017-05-11,10,NA,"LCD"
"1327",1920,37.504379,126.888298,2017-05-11,10,NA,"LCD"
"1328",1924,37.478741,126.895096,2017-05-11,10,NA,"LCD"
"1329",1925,37.499889,126.867699,2017-06-27,20,NA,"LCD"
"1330",1928,37.49947,126.868401,2017-05-11,10,NA,"LCD"
"1331",1929,37.505135,126.85276,2017-05-11,10,NA,"LCD"
"1332",1930,37.497684,126.853729,2017-05-11,7,NA,"LCD"
"1333",1931,37.494995,126.858253,2017-06-27,10,NA,"LCD"
"1334",1933,37.501583,126.84687,2017-05-11,10,NA,"LCD"
"1335",1936,37.494282,126.859215,2017-06-22,10,NA,"LCD"
"1336",1937,37.486061,126.852013,2017-05-11,15,NA,"LCD"
"1337",1941,37.493938,126.844055,2017-06-22,10,NA,"LCD"
"1338",1943,37.49279,126.824524,2017-06-22,10,NA,"LCD"
"1339",1946,37.503117,126.880386,2017-06-22,10,NA,"LCD"
"1340",1951,37.480289,126.8395,2017-06-22,20,NA,"LCD"
"1341",1952,37.482105,126.845726,2017-06-22,15,NA,"LCD"
"1342",1953,37.486385,126.839211,2017-06-22,20,NA,"LCD"
"1343",1955,37.482883,126.901039,2017-07-27,10,NA,"LCD"
"1344",1956,37.51001,126.88205,2017-11-13,10,NA,"LCD"
"1345",1957,37.493401,126.874329,2017-11-13,15,NA,"LCD"
"1346",1958,37.495781,126.890121,2017-11-13,10,NA,"LCD"
"1347",1959,37.496456,126.889587,2017-11-13,10,NA,"LCD"
"1348",1960,37.50285,126.889481,2017-11-13,10,NA,"LCD"
"1349",1961,37.508194,126.891304,2017-11-13,15,NA,"LCD"
"1350",1962,37.481602,126.892799,2017-11-13,15,NA,"LCD"
"1351",1964,37.49789,126.864502,2017-11-13,10,NA,"LCD"
"1352",1965,37.497231,126.859192,2017-11-13,15,NA,"LCD"
"1353",1966,37.496498,126.863098,2017-11-13,10,NA,"LCD"
"1354",1967,37.505138,126.844337,2017-11-13,10,NA,"LCD"
"1355",1968,37.498482,126.847504,2017-11-13,12,NA,"LCD"
"1356",1969,37.501904,126.828964,2017-11-13,10,NA,"LCD"
"1357",1971,37.490723,126.826393,2017-11-13,10,NA,"LCD"
"1358",1973,37.488598,126.836494,2017-11-13,10,NA,"LCD"
"1359",1974,37.50518,126.882538,2017-11-13,10,NA,"LCD"
"1360",1975,37.49258,126.894737,2017-11-13,10,NA,"LCD"
"1361",1976,37.48568,126.886703,2017-11-13,10,NA,"LCD"
"1362",1977,37.48621,126.838821,2017-11-13,15,NA,"LCD"
"1363",1979,37.492031,126.873772,2017-11-13,10,NA,"LCD"
"1364",1981,37.479431,126.842697,2017-11-13,10,NA,"LCD"
"1365",1983,37.502548,126.883881,2017-11-28,10,NA,"LCD"
"1366",1984,37.495266,126.888474,2017-11-28,10,NA,"LCD"
"1367",1985,37.498516,126.891991,2017-11-28,20,NA,"LCD"
"1368",1986,37.484859,126.895187,2018-09-28,15,NA,"LCD"
"1369",1987,37.490341,126.860931,2018-10-15,15,NA,"LCD"
"1370",1988,37.50605,126.860786,2018-09-19,20,NA,"LCD"
"1371",1991,37.496761,126.844963,2018-09-19,10,NA,"LCD"
"1372",1992,37.491798,126.83242,2018-11-30,19,NA,"LCD"
"1373",1993,37.48938,126.834198,2018-09-19,10,NA,"LCD"
"1374",1994,37.496998,126.87178,2018-09-19,10,NA,"LCD"
"1375",1996,37.495399,126.87101,2018-10-31,20,NA,"LCD"
"1376",1998,37.498569,126.871521,2018-11-26,8,NA,"LCD"
"1377",1999,37.495258,126.830658,2019-03-12,15,NA,"LCD"
"1378",2000,37.512329,126.886833,2019-03-12,15,NA,"LCD"
"1379",2801,37.484371,126.895424,2019-07-18,30,NA,"LCD"
"1380",2804,37.477375,126.820015,2020-03-03,NA,20,"QR"
"1381",2805,37.48251,126.82576,2020-02-27,NA,20,"QR"
"1382",2806,37.482597,126.826454,2020-02-27,NA,20,"QR"
"1383",2807,37.480629,126.821816,2020-02-28,NA,20,"QR"
"1384",2808,37.480808,126.821907,2020-02-28,NA,20,"QR"
"1385",2809,37.477905,126.823113,2020-03-02,NA,20,"QR"
"1386",2810,37.47794,126.823273,2020-03-02,NA,20,"QR"
"1387",2812,37.479832,126.822754,2020-03-02,NA,18,"QR"
"1388",2813,37.47937,126.82547,2020-03-03,NA,10,"QR"
"1389",2814,37.479343,126.825638,2020-03-03,NA,10,"QR"
"1390",2817,37.479897,126.84037,2020-02-27,NA,15,"QR"
"1391",2818,37.482239,126.838532,2020-02-27,NA,20,"QR"
"1392",2819,37.483665,126.841614,2020-02-27,NA,15,"QR"
"1393",2820,37.493965,126.853043,2020-03-03,NA,10,"QR"
"1394",2821,37.50119,126.863533,2020-03-09,NA,10,"QR"
"1395",2822,37.50452,126.870552,2020-03-09,NA,20,"QR"
"1396",2823,37.499813,126.874313,2020-03-09,NA,10,"QR"
"1397",2824,37.510063,126.889565,2020-03-04,NA,10,"QR"
"1398",2825,37.495453,126.880394,2020-03-03,NA,10,"QR"
"1399",2826,37.488647,126.88047,2020-03-03,NA,10,"QR"
