month,code,office,rentals,returns
'201708','1952',' ??????2?? ?',129,114
'201708','1953',' ??? 4??? ?',188,205
'201708','2003',' ??????',825,881
'201708','2028',' ??? 2??? ??',368,477
'201708','2263',' ?????????',321,331
'201708','410',' ????? ?',292,218
'201708','2249',' ?????? ???',100,126
'201708','2250',' ????? ???',210,208
'201708','2109',' ????? ????',0,1
'201708','2115',' ??????????',236,182
'201708','2119',' ??? ????',232,236
'201708','2141',' ?????? ???',1238,1261
'201708','2143',' ????????',105,103
'201708','2246',' ??? ????? ?',127,140
'201708','418',' ??????? 3??? ?',1405,1379
'201708','2252',' ????? ?',585,523
'201708','1210',' ??????(???2??? ?)',2014,1554
'201708','1218',' ??? 4???',0,25
'201708','1226',' ??4? ???? ?',533,577
'201708','1227',' ??? 8??? ?',143,181
'201708','1228',' ????? ',136,200
'201708','1230',' ????? ??',303,287
'201708','1239',' ?? ????3',106,83
'201708','107',' ???? ???????? ?',1790,2063
'201708','411',' DMC???',662,823
'201708','1240',' ?? ????4',182,190
'201708','1241',' ?? ????5',240,232
'201708','1242',' ?? ????6',85,162
'201708','1244',' ?? ????8',588,618
'201708','1245',' ?? ????9',481,469
'201708','1246',' ?? ????10',285,210
'201708','1247',' ?? ????11',326,291
'201708','1249',' ????????',227,299
'201708','412',' DMC???????? ?',1081,1156
'201708','1411',' ????? ??? ???? ?',84,95
'201708','1602',' ???? ?',241,248
'201708','1625',' ???(4???)',355,378
'201708','1627',' ???? 4???',123,107
'201708','1706',' ???? ?',240,307
'201708','1914',' ???4???',456,393
'201708','1925',' ??????? ?? ?',661,727
'201708','413',' ??????? 3?? ??',574,369
'201708','1931',' ???(????)',265,310
'201708','2032',' ??? 11????',8,2
'201708','2034',' ??? 7????',414,497
'201708','2203',' ?????? 2???',9,6
'201708','2207',' ????? ?????? ? ??',50,43
'201708','2211',' ????????? ?',178,141
'201708','2215',' ??????? ??',218,226
'201708','2248',' ?????S ??? ?',217,206
'201708','417',' DMC? 2??? ?',1159,798
'201708','1204',' ??? 3???',219,262
'201708','1303',' ???? ??',970,1109
'201708','2026',' ??? 4???',555,618
'201708','1221',' ????? ?????',481,582
'201708','2113',' ???????????',461,395
'201708','2264',' ??? 1???',414,426
'201708','1955',' ????? ???',2,3
'201708','2351',' ??????(???)?',0,3
'201708','446',' ?????',283,363
'201708','447',' ??????',174,147
'201708','414',' ??????? ?',676,706
'201708','449',' ?????',146,78
'201708','1440',' ???? ????',78,112
'201708','389',' ???4?? 1???',335,299
'201708','390',' ???? 1???',494,385
'201708','826',' ??? ?????2',349,325
'201708','1305',' ????',724,915
'201708','1501',"' ??? 3?,4? ?? ??'",176,159
'201708','2265',' ?????? ??',298,390
'201708','415',' DMC? 9??? ?',1721,1312
'201708','2110',' ??? ?????',8,4
'201708','2139',' ????????',29,29
'201708','2156',' ?? ??????',2,3
'201708','2356',' ????',59,43
'201708','2355',' ??? 5~6? ?? ??',14,9
'201708','2360',' ??1? ???? ???',56,47
'201708','2358',' ?????? (?????10? ? )',66,60
'201708','2359',"' ?????,?? ?? ???'",16,11
'201708','2349',' ???? ?(???? ?)',28,23
'201708','416',' ??????? 1?? ???',746,295
'201708','2350',' ???????102??',11,7
'201708','2347',' ???? ??',6,1
'201708','2352',' ??????(???? ?)',5,0
'201708','500',' ??????? 3??? ?',1598,1409
'201708','501',' ????? ?',2217,2253
'201708','502',' ?????? 1??? ?',3999,4449
'201709',,,0,3649
'201709',,,5,30
'201709','108',' ??? ???',1579,1608
'201709','503',' ?????? C? ?',1880,1641
'201709','504',' ?????????',1521,1650
'201709','505',' ????? ?????? ?',2253,2239
'201709','506',' ?? ??? ??? ?',488,463
'201709','507',' ?????????? ?',837,812
'201709','508',' ???????? ?',973,750
'201709','509',' ??? ????? ?',2284,2286
'201709','510',' ??? ?? ????? ?',1404,1483
'201709','511',' ???? 4? ?? ?',3306,3202
'201709','512',' ??? 1? ?? ?',2352,2240
'201709','109',' ???? ?',2024,1857
'201709','400',' ????????? 1? ?',984,984
'201709','513',' ??? 5? ?? ??? ?',1294,1355
'201709','514',' ????? ????? ?',2145,2255
'201709','515',' ????? ?',789,863
'201709','516',' ????? ?',1773,1723
'201709','300',' ?????',1566,1415
'201709','301',' ???? 7??? ?',2028,1372
'201709','302',' ???? 4??? ?',2545,2341
'201709','303',' ???? 1??? ?',1795,1564
'201709','115',' ???? ?? ?',1947,1684
'201709','304',' ???? 2??? ?',1302,1146
'201709','305',' ???? ?',1524,1747
'201709','306',' ???? 7??? ?',1489,1290
'201709','307',' ??????? ?',1364,1218
'201709','308',' ??? S?? ?',878,778
'201709','309',' ???? 6??? ?',1446,1059
'201709','310',' ???? ?',1205,943
'201709','311',' ???? ?',2593,2230
'201709','312',' ??? 1??? ?',1809,1760
'201709','313',' ??? ?? ??? ?',781,786
'201709','110',' ???',572,515
'201709','314',' ???????',1816,1847
'201709','315',' ???? ????? ?',1170,1137
'201709','316',' ??? 1??? ?',2150,2055
'201709','318',' ????? ??',784,766
'201709','320',' ?????? 4??? ?',1559,1473
'201709','321',' KEB ???? ?? ?',1345,1276
'201709','322',' ???? ?',917,704
'201709','116',' ???????? ?',2155,2396
'201709','324',' ?????? ?? ?',1158,1166
'201709','326',' ??? 5??? ?',1726,1330
'201709','327',' ???? ?',1514,1385
'201709','328',' ???? ?',1668,1482
'201709','329',' ??2? ??? ?',1640,1780
'201709','330',' ??? ????',1290,1375
'201709','331',' ???2? ??? ??',1074,1025
'201709','332',' ???2? ??? ??',884,808
'201709','111',' ??? 2??? ?',2142,1944
'201709','334',' ??3?? 2??? ?',2080,1985
'201709','335',' ??3?? 15??? ?',1252,1151
'201709','336',' ??? ?? ?',979,879
'201709','337',' ??? ??',568,567
'201709','338',' ????? ?',1536,1492
'201709','339',' ??4? ???',1762,1663
'201709','340',' ??? ???',2091,1804
'201709','341',' ??? 3??? ?',1445,1234
'201709','342',' ??? ??????',2466,2476
'201709','343',' ????(???) ?',662,551
'201709','112',' ????? ?',1986,1937
'201709','344',' ???? E??? ?',1633,1656
'201709','345',' ???????? ?',1132,1155
'201709','346',' ???? ?',2253,2403
'201709','347',' ?????????? 9??? ?',1501,1465
'201709','349',' ???????',1077,853
'201709','351',' ???? ? ???',1323,1364
'201709','352',' ????? ???',434,204
'201709','353',' ???? ? ???',1042,884
'201709','117',' ?????',1535,1747
'201709','354',' ???? ??? ?',1175,932
'201709','355',' ???????? ?',1411,1299
'201709','356',' KT???? ?',1600,1358
'201709','358',' ???? ???',3133,3098
'201709','359',' ??????',1478,1496
'201709','361',' ???? 1??? ?',1910,1922
'201709','362',' ??8? ???',1123,1068
'201709','363',' ???? 11??? ?',1214,1247
'201709','364',' ??? 1??? ?',695,595
'201709','113',' ????? 2??? ?',6218,7252
'201709','367',' ???? 3-1??? ',818,803
'201709','368',' SK ???? ?',1034,1167
'201709','369',' ??? ??????',1342,1201
'201709','348',' ???? ???',972,959
'201709','370',' ???(2??) 9??? ?',980,912
'201709','371',' ????? 6??? ?',841,837
'201709','372',' ??? 3??? ?',748,696
'201709','373',' ?? ?????',145,125
'201709','374',' ??? 2??? ?',849,888
'201709','118',' ???? 2??? ?',1549,1503
'201709','375',' ?? ?????',849,883
'201709','377',' ??? 4??? ?',578,541
'201709','378',' ??7? ???',1412,1398
'201709','379',' ???9???',745,718
'201709','380',' CJ???? ?',588,547
'201709','381',' ?????',237,81
'201709','382',' ??? 10??? ?',520,551
'201709','383',' ??? 12? ?? ?',1668,1579
'201709','384',' ?????? ',504,449
'201709','114',' ????? 8??? ?',2758,2690
'201709','142',' ??? 4??? ?',1086,1076
'201709','143',' ??? 2???',1247,1375
'201709','144',' ??? 8???',3100,3387
'201709','145',' ??? 5???',1146,1166
'201709','146',' ??? 1??? ?',2258,2499
'201709','147',' ??? 4??? ?',2012,2400
'201709','148',' ??? ???? ?',1250,1494
'201709','150',' ???? 2??? ?',1681,1614
'201709','151',' ??1?????',1436,1661
'201709','152',' ???????? ?',4404,5355
'201709','119',' ???? ??',1473,1608
'201709','153',' ??2? ???',1883,1996
'201709','154',' ????? ',1908,2273
'201709','155',' ???1 ??? ?',1186,1201
'201709','156',' ???????? ?',1224,1360
'201709','157',' ???? 4??? ?',1414,1638
'201709','158',' ??? ??? ??',864,796
'201709','159',' ??? 4? ??',900,506
'201709','160',' ???? ????',972,671
'201709','161',' ????1? ??',548,565
'201709','162',' ?????? ?',1085,518
'201709','120',' ??? ???',850,895
'201709','163',' ??????? ?? ?',666,519
'201709','164',' ???1? ???? ',580,420
'201709','165',' ??????',1059,948
'201709','166',' ??? ????',1425,1592
'201709','167',' ?????? ?',532,143
'201709','168',' ???? ???',540,292
'201709','169',' ??? ???',466,382
'201709','170',' ??? ??? ??? ?',1140,1241
'201709','171',' ???? ?',908,858
'201709','172',' ??????',877,821
'201709','121',' ????? ?',859,766
'201709','173',' ???? 8??? ?',1222,1146
'201709','175',' ??2??',2082,2206
'201709','179',' ??? 4??? ?',1369,1304
'201709','180',' ???? 7??? ?',873,734
'201709','518',' ??? ??? ?',669,665
'201709','519',' ?????',900,775
'201709','520',' ????? 4? ?? ?',1170,950
'201709','521',' ???? 11? ?? ?',1674,1584
'201709','522',' ??? 1??? ?',241,236
'201709','523',' ????? ?',180,68
'201709','122',' ?????? ?',1418,1378
'201709','524',' ????????? ??? 102? ?',318,281
'201709','525',' ????????',2980,2898
'201709','526',' ?????? ?',965,1006
'201709','529',' ???? 8? ?? ?',1479,1434
'201709','530',' ??????? ?',903,852
'201709','533',' ???? ??? ?? ?',263,451
'201709','534',' ?????',375,416
'201709','535',' ?????',991,906
'201709','536',' ??? 2??? ?',694,755
'201709','537',' ?????? ??',1627,1619
'201709','123',' ??? ??',572,710
'201709','538',' ???? 8??? ?',989,963
'201709','550',' ?????? ?',985,941
'201709','539',' ??????',1272,1171
'201709','540',' ??? 7??? ???? ?',3633,3983
'201709','542',' ??? 4??? ?',1108,1200
'201709','543',' ????(????? ?)',976,744
'201709','544',' ?????',535,646
'201709','546',' ?????? ???',1163,1248
'201709','548',' ?????',1598,1588
'201709','549',' ???? 3???',1246,1236
'201709','124',' ??? ?? ???',1871,1591
'201709','600',' ??2? ????',1005,1141
'201709','601',' ???????',641,653
'201709','602',' ??? ???',1574,1908
'201709','604',' ??????? ? ??',348,480
'201709','605',' ????8???',771,791
'201709','606',' ?????',272,367
'201709','607',' ???? 2???',736,805
'201709','608',' ???????',423,394
'201709','609',' ??2?',1262,1297
'201709','125',' ??? ?? ?',1989,1979
'201709','610',' ???? ???',557,507
'201709','612',' ?????? ? ???',847,847
'201709','613',' ???? 10??? ?',1194,1171
'201709','614',' ??? ???',2027,1953
'201709','615',' ??? ?????????? ?',972,1021
'201709','616',' ????? ?',1770,958
'201709','617',' ??????? ?',740,1074
'201709','227',' ??2??? ???? ??',1055,1341
'201709','228',' ???? 3??? ?',2040,2064
'201709','229',' ??1 ???? ?',1172,1183
'201709','126',' ??? ?? ?',2442,2536
'201709','231',' ???????? ??',576,542
'201709','232',' ???? ????? ?',1874,2117
'201709','233',' YP ?? ?',277,226
'201709','234',' ????????? ?',408,387
'201709','235',' ??? ???? ?',488,588
'201709','236',' ???????? ?',895,906
'201709','237',' ??? ???? ???',538,600
'201709','238',' ?2?????? ?',1620,1575
'201709','239',' ????? ?',1426,1353
'201709','240',' ??? 4??? ?',1076,939
'201709','127',' ????? ?',758,503
'201709','241',' ????1???? ? ??',632,634
'201709','242',' ?????????? ?',793,748
'201709','243',' ??????? ?',1061,990
'201709','244',' ???????? ?',2149,2391
'201709','245',' ???? ???? ?',1532,1438
'201709','247',' ??? 10??? ?',3544,3477
'201709','248',' ????? ?',1763,1799
'201709','249',' ?????? ?',1554,1795
'201709','250',' ????? ???',688,688
'201709','251',' ??????? ?????',739,749
'201709','101',' (?)??? ????',692,756
'201709','128',' ???(2??) 1??? ?',1770,1716
'201709','252',' ????4???',1060,1121
'201709','253',' ??? 5??? ??',821,792
'201709','254',' ???? ?',234,239
'201709','255',' ??4??',518,563
'201709','256',' ???????',574,662
'201709','257',' ?????(????)',1583,1954
'201709','258',' ???3???',1729,1797
'201709','259',' ???6???',2765,2692
'201709','700',' KB???? ??? ?? ?',1501,1668
'201709','701',' ????? ??',360,431
'201709','129',' ???(2??) 6??? ?',1475,1298
'201709','702',' ?4????? ?',494,570
'201709','703',' ???? 7??? ?',3035,3292
'201709','704',' ??????? ???',1026,1047
'201709','706',' ??????',631,806
'201709','707',' ??3?????',373,368
'201709','708',' ?????????? ?',832,951
'201709','709',' ??3? ????? ?',191,226
'201709','710',' ????????? ???',313,285
'201709','711',' ????????? ?',206,115
'201709','712',' ?????? ???',298,490
'201709','130',' ???(2??) 7??? ?',1554,1660
'201709','713',' ????? ?',301,353
'201709','714',' ??SGI ?????? ?',248,377
'201709','800',' ???? ?',1213,1379
'201709','802',' ???? 2? ?? ?',569,355
'201709','803',' ???? ? ????',399,410
'201709','805',' ??????? ?',993,1233
'201709','806',' ???? ?? ?',1004,916
'201709','807',' ??? 12? ?? ?',820,788
'201709','808',' ???? ???? ?',345,363
'201709','131',' ??2?',1097,1326
'201709','809',' ?? ??? ?????',1684,2019
'201709','810',' ???????',635,569
'201709','811',' ????1???',1435,882
'201709','812',' ???????',719,568
'201709','813',' ???? 3???',1028,950
'201709','815',' LIG????? 103??',1133,1278
'201709','385',' ??? 5???',1774,1657
'201709','386',' ????? ????? ?',833,804
'201709','387',' ???????? ?',556,512
'201709','181',' ????? ??',339,276
'201709','132',' ??????',1530,1372
'201709','182',' ??2????? ?',1710,1817
'201709','183',' ????????? ???',2602,2591
'201709','184',' SK?????? ???',1481,1541
'201709','185',' ?? ???? ?',1341,1229
'201709','186',' ?????',2304,2419
'201709','177',' ??? ????',335,314
'201709','188',' ??? ???? ??',896,925
'201709','191',' ????',705,807
'201709','192',' ???????',697,722
'201709','178',' ??3? ?',658,664
'201709','133',' ?????',1004,1311
'201709','194',' ??? ?',1555,1583
'201709','195',' ??????? ',750,565
'201709','196',' ????? ??',600,454
'201709','198',' ??2?',787,557
'201709','556',' ?????',399,360
'201709','557',' ??? ???? ?',1063,1072
'201709','558',' ???? ????? ?',1237,1164
'201709','134',' ??? ???',874,744
'201709','559',' ???? 4? ?? ???',1803,1710
'201709','560',' ???? ?',1032,1138
'201709','561',' ???? 2??? ?',1841,1655
'201709','562',' ?????? ?',967,918
'201709','563',' ????? ???',1535,1821
'201709','564',' ??? 3???',151,73
'201709','565',' ??? 3???',2682,3056
'201709','567',' ??? 2??? ?',1936,1596
'201709','568',' ??8???? ??',2168,2134
'201709','135',' ??? ???? ?',1060,956
'201709','569',' ??????? ???',464,476
'201709','578',' ????? ??',1245,1337
'201709','579',' ??? 4???',1025,955
'201709','580',' ???? 3??? ?',275,79
'201709','581',' ??????',869,1119
'201709','582',' ????? ?',789,742
'201709','583',' ??? ???? ?',2581,2859
'201709','551',' ??????? ?',1191,1312
'201709','552',' ??????? ?',560,499
'201709','553',' ?? ??APT ?',783,941
'201709','136',' ??? ????',526,190
'201709','554',' ???? ???',642,425
'201709','555',' ??3?????',560,558
'201709','571',' ???????6???',1965,1853
'201709','572',' ???? ???? ?',650,730
'201709','573',' ?????? ?',2024,1981
'201709','574',' ????4???',1365,1046
'201709','575',' ???? ????',237,262
'201709','576',' ???? 3? ??',727,659
'201709','577',' ????????',1253,1297
'201709','621',' ?????? ?',446,383
'201709','137',' NH?? ???? ?',682,407
'201709','622',' ????? ???',861,1196
'201709','623',' ????? ?? ?',922,533
'201709','624',' ??? ????? ?',1124,1393
'201709','625',' ??????? ?(???? ?)',925,1074
'201709','626',' ??? ?? ???',658,683
'201709','627',' ?????? ???',696,880
'201709','628',' ?????? ?',237,278
'201709','630',' ???? ???',1412,1406
'201709','631',' ???? 1???',1418,1475
'201709','102',' ??? 1??? ?',3180,2882
'201709','138',' ??? ?1????? ?',1002,916
'201709','633',' ??? ???? ?',1611,1794
'201709','634',' ???? ?? ?',3015,3294
'201709','635',' ??? ? (????? ?)',1448,1490
'201709','636',' ??????? ???',602,621
'201709','637',' KAIST ???? ?',698,697
'201709','638',' ????? ?????',820,1161
'201709','639',' ????? ??',1609,1191
'201709','640',' KEB???? ??????',605,657
'201709','641',' ??? 4???',1592,1684
'201709','642',' ??? ???',739,770
'201709','140',' ???? ??',890,829
'201709','643',' ????????? (????)',812,859
'201709','230',' ?????? 1???',2119,2089
'201709','260',' ??? ?????? ?',827,726
'201709','262',' ?????? ???',1459,1622
'201709','263',' ????? ???',1133,1153
'201709','264',' ?????? ?',729,673
'201709','265',' ??????? ???',655,518
'201709','141',' ?? ???? ?',1073,806
'201709','266',' ??????? ???',1741,1819
'201709','267',' ???? ?? ?',1125,982
'201709','268',' ???????? ?',1053,958
'201709','270',' ??????????',577,512
'201709','271',' ??????????? ?',697,476
'201709','272',' ?????',2630,2720
'201709','716','??6? ???? ??',1144,1364
'201709','139',' ??? ?? ???',728,398
'201709','719',' ????? ???',606,633
'201709','720',' ???????? ?',335,205
'201709','816',' ???? 6??? ?',2789,3006
'201709','817',' ???? 4??? ?',664,645
'201709','818',' ???? ?? ???',1596,1604
'201709','819',' ????? ????',1369,1443
'201709','820',' ????? ???',990,1026
'201709','822',' ??1? ????',938,993
'201709','823',' ??????? ?',465,461
'201709','825',' ???? ???? ?',2062,2540
'201709','199',' ?? ??? ???',1162,766
'201709','388',' ????? ?',881,862
'201709','584',' ???? ???',2412,1736
'201709','585',' ??2?1? ????? ??',1348,1415
'201709','586',' ??? ????',559,566
'201709','900',' ??????',845,856
'201709','901',' ??1????',1114,1194
'201709','200',' ??????',763,622
'201709','902',' ??? ??????',315,338
'201709','903',' ????? ????',523,497
'201709','904',' ????? ????',603,584
'201709','905',' ???? 2???',1128,1199
'201709','906',' ???? 5???150M ??',1853,2001
'201709','907',' CJ ????',3223,4247
'201709','908',' ??? 4???',794,745
'201709','909',' ??? ????? 3?',474,224
'201709','911',' ??????(???4???)',1183,1130
'201709','201',' ????? ?',1565,1538
'201709','912',' ?????',1091,1402
'201709','913',' ??? ???',1968,2037
'201709','914',' ??? 2???',2115,2760
'201709','915',' ??? 4???',928,1155
'201709','916',' ????? ?',782,824
'201709','917',' ??? 4???',753,548
'201709','919',' ??????',394,417
'201709','921',' ??????',385,246
'201709','202',' ???? ?',2432,2656
'201709','922',' ???? 4???',539,503
'201709','923',' ???? ????',472,522
'201709','924',' ?????',235,155
'201709','925',' ??? 2???',524,483
'201709','926',' ??? 8???',1062,1149
'201709','927',' ???? 3??? ??',429,379
'201709','928',' ?????????',195,147
'201709','930',' ? ????? ???',441,479
'201709','931',' ?????',1250,1640
'201709','????','????',27,15
'201709','932',' ????',855,839
'201709','933',' LG??? ???',921,1034
'201709','587',' KEB???? ??????',813,654
'201709','588',' ?? ????',1549,1455
'201709','???','???',2,2
'201709','1001',' ??? ?? ???(???????)',1563,1617
'201709','1002',' ????(???)',614,749
'201709','1003',' ??????',544,571
'201709','1004',' ???????? ?????',570,903
'201709','1006',' ???? 115??',593,539
'201709','1007','??? ?????',101,99
'201709','1008',' ??? 3???(?????)',824,1108
'201709','1010',' ?????',933,916
'201709','1011',' LIGA ??? ?',1195,1296
'201709','1012',' ?? ????',1378,1330
'201709','1013',' ????? 1? ???',1052,966
'201709','1014',' ?????????',529,460
'201709','1015',' ??? ????',487,548
'201709','103',' ??? 2??? ?',2136,2033
'201709','204',' ?????? 5??? ?',1124,1124
'201709','1016',' ??? ???? ???? 109??',241,296
'201709','1017',' ????(??)',758,872
'201709','1019',' ????????(??? ??? ???)',914,1077
'201709','1020',' ?????',1091,1198
'201709','1021',' ??? ??? ???',399,427
'201709','1022',' ?? ???(???)',605,664
'201709','589',' ???3???',727,721
'201709','1101',' ????????? ?????',72,139
'201709','1102',' ????? ???? ?????',454,532
'201709','1105',' ??????',181,200
'201709','203',' ?????? 3??? ?',1248,1396
'201709','1108',' ????? 1???',274,244
'201709','1109',' ????? 4???',349,345
'201709','1111',' ?????6_7?? ?????',672,779
'201709','1112',' ?????4?? ??',816,938
'201709','1113',' ?????? ?????',413,486
'201709','1114',' ??????? ?????',86,81
'201709','1118',' ??? 3????(?????????????)',1308,1502
'201709','1119',' ??? ???????(??? ??? ?????)',790,1013
'201709','1120',' ????????',1314,1617
'201709','1121',' ????????',1093,1124
'201709','205',' ???? ?',1779,1667
'201709','1122',' ???????',1347,1565
'201709','1123',' ???????? ??????',1394,1500
'201709','1124',' ??? 6????(????)',1962,2045
'201709','1126',' ???? 1????(???????105??)',645,600
'201709','1127',' ???(????????) ?????',549,546
'201709','1129',' ??? 1? ?? ?',623,617
'201709','1130',' ?????? ?????',306,336
'201709','1131',' ????? ?',548,730
'201709','1132',' ??? 7???',862,873
'201709','206',' KBS ?',1657,1520
'201709','1135',' ?????',565,506
'201709','1136',' ??2???',268,201
'201709','1137',' ??2?????',281,243
'201709','1139',' ??? ?????',537,594
'201709','1140',' ????? ?????',405,429
'201709','1141',' ??? ?????? 1-1',524,788
'201709','1145',' ??? ?????? 1-2',278,291
'201709','1146',' ??????',429,562
'201709','1148',' ????',259,265
'201709','1205',' ?????? 4???',987,831
'201709','1206',' 9???????? 9???',1425,1252
'201709','1208',' ?????????',818,899
'201709','1209',' ????? (2? ?? ?)',2133,1952
'201709','1213',' ???? ?',604,592
'201709','1215',' ?????? 1??? ?',2052,2140
'201709','1217',' ?????? 7??',585,656
'201709','1220',' ????????? ??????',881,1057
'201709','1222',' ????? 5? ?? ?',2376,2468
'201709','1224',' ??????? 2? ??',1458,1436
'201709','1229',' ???????? ?',219,197
'201709','209',' ???????? ?',1662,1835
'201709','1232',' ???? ??? ?',1199,1110
'201709','1233',' ??3??(???????)',920,816
'201709','1235',' ??????310? ?',1084,1143
'201709','174',' ????? ????',205,134
'201709','176',' ????? ???',1882,2224
'201709','1313',' ????????? 1? ??',542,595
'201709','1401',' ????????',867,1085
'201709','1314',' ??????1?? 201? ?',325,358
'201709','210',' IFC?',2464,2637
'201709','1315',' ???????? ??',466,350
'201709','1402',' ????? ?',477,496
'201709','1316',' ???????? ??? ',392,190
'201709','1318',' ??? 3??? ?',937,1109
'201709','1319',' ????? ???',1153,1282
'201709','1322',' ????????? 103? ?',497,480
'201709','1403',' ???? ? (????)',1769,1974
'201709','1323',' ??? ?? ?? ?',647,768
'201709','1405',' ??? 1???',1423,1749
'201709','1406',' ????????',160,135
'201709','211',' ???? 4??? ?',2559,2262
'201709','1408',' ??? 6??? ?',655,814
'201709','1325',' ???? 4???',300,263
'201709','1326',' ???? 1???',382,386
'201709','1410',' ?? ????????',301,215
'201709','1327',' ???? 3???',406,400
'201709','1412',' ??????',493,661
'201709','1413',' ???? 5??? ?',498,622
'201709','1332',' ??? 5??? ???',691,754
'201709','1333',' ?????? ?',642,690
'201709','212',' ???? 1??? ?',2108,1342
'201709','1334',' ??????? ?',260,236
'201709','1418',' ??????',221,183
'201709','1441',' ??????',424,286
'201709','1420',' ?????? ?',391,411
'201709','1421',' ??? 4???',131,110
'201709','1422',' ???????? 1??',144,70
'201709','1424',' ??? 2???',111,106
'201709','1425',' ????????',537,468
'201709','213',' KT?',1910,1707
'201709','1426',' ????????? 1? ?',236,126
'201709','1434',' ???? ????',421,572
'201709','1435',' ?????',103,102
'201709','1436',' ??????',233,271
'201709','1437',' ????? ?',430,460
'201709','1438',' ???? ??? ?',802,898
'201709','1320',' ?? ???? ?',600,712
'201709','?????','?????',2,2
'201709','1404',' ??? ????',688,633
'201709','104',' ??? 1??? ?',2256,1862
'201709','214',' ????? ?',1408,1027
'201709','1601',' ??? ???? ? ??? ???',1522,1484
'201709','1603',' ???? 102? ??(???????)',931,1063
'201709','1606',' ????? 3??? ',1453,1456
'201709','1610',' ???? 2??? ?',1819,1793
'201709','1611',' ??? ??(?)',1729,1691
'201709','1616',' ??2? ??????? ?',1216,1225
'201709','1617',' ??? ??????? ?',363,474
'201709','1623',' ?? ????',1229,1276
'201709','1634',' ????? ???',245,252
'201709','1635','4? ???? ???',157,96
'201709','218',' ????? ?',940,696
'201709','1636',' ??? ??? ???? ?',1362,1270
'201709','1637',' KT ??? ?? ?',2370,2274
'201709','1639',' ?????',280,341
'201709','1702',' ??? 1??? ?',435,468
'201709','1705',' ???? ???',874,998
'201709','1707',' ??????',419,444
'201709','1709',' ???4??? ??',814,753
'201709','1712',' ?????????',1153,1027
'201709','1802',' ???????? 5???',236,194
'201709','1804',' ??? 2??? ??????',192,214
'201709','219',' ???????? ?',938,823
'201709','1805',' ???????? ?',278,197
'201709','1806',' ?????????9? ?',183,120
'201709','1808',' ?????????8? ?',414,319
'201709','1809',' LG?? ???(??? ???? ???)',226,168
'201709','1812',' ???????? ?',34,24
'201709','1814',' ??????? ? ???? ?',375,376
'201709','1816',' ?????? ?',167,101
'201709','1820',' ???? ??????????',201,261
'201709','1821',' ???? ??? ??? ????? ?',144,186
'201709','220',' ????? A? ?',1215,901
'201709','1822',' ?? ?????? ?',261,330
'201709','1823',' ?????? ?',181,154
'201709','1824',' ?????? ??',657,698
'201709','1825',' ????? ? ?? ??',177,228
'201709','1826',' ???? ?',347,420
'201709','1828',' ???????? ?',254,176
'201709','1829',' ???? ??? ?',350,362
'201709','1830',' ??? ??? ?',419,467
'201709','1831',' ???????? ?',170,157
'201709','1833',' ??? 1??? ? ??????',345,376
'201709','215',' ????? ?',1351,1255
'201709','1834',' ?????? ???? 2?',541,573
'201709','1835',' STX V??',497,466
'201709','1819',' ???? ? ??????',208,186
'201709','1503',' ??? ?? ???? ?',1270,1237
'201709','1504',' ??? ?????',423,381
'201709','1506',' ????????',459,563
'201709','1514',' ???? ??? ????? ?',596,570
'201709','1525',' ??? ????',428,427
'201709','1515',' ??? ????',508,615
'201709','216',' ?????1? ?',1646,1439
'201709','1520',' ????',500,495
'201709','1519',' ????? ?????? ?',349,311
'201709','1516',' ?????? ?? ?',105,117
'201709','1518',' SK telecom(?????) ?',383,368
'201709','1321',' ???? ????? ?',1166,1192
'201709','1703',' ?????????? ',292,302
'201709','1708',' ??????(????????)',486,524
'201709','217',' NH???? ?',1280,1533
'201709','1827',' ?????? ? ??? ???',892,999
'201709','1836',' ???? ?????',85,63
'201709','1901',' ???????? ?',865,911
'201709','1904',' ???? 1? ?? ?',972,991
'201709','1906',' ???? 1? ?? ?',3649,3608
'201709','1907',' ????(?) ?? ?',376,378
'201709','1908',' ?????? ?? ?',1203,1363
'201709','1910',' ???? ???',91,94
'201709','1911',' ???????? ?',1868,2008
'201709','1912',' ?????? ?',543,491
'201709','221',' ????? ?',1947,1716
'201709','1913',' ?????',298,235
'201709','1916',' ??????',442,419
'201709','1920',' ???????? ???',763,722
'201709','1924',' ?????????',221,175
'201709','1928',' ???????? ??',758,794
'201709','1929',' ?????? ????? ?',403,393
'201709','1930',' ????? ??????',229,233
'201709','1933',' ????????? ??',540,789
'201709','1937',' ????? ??',338,377
'201709','222',' ?????????? ?',2428,2912
'201709','1940',' ?? ????? ?',407,453
'201709','2002',' ??? 1???',3133,3627
'201709','2007',' ?????',1213,993
'201709','2008',' ??????? ????',595,493
'201709','2013',' ????? 5???',2008,1511
'201709','2016',' ??????? 3????',772,859
'201709','223',' ??????? ?',1640,1516
'201709','2020',' ?????2??????',594,499
'201709','2024',' ??? 1???',598,643
'201709','2025',' ??? 1???',2667,2815
'201709','2027',' ????? ??',1110,1096
'201709','2036',' ???? ???????',266,268
'201709','2037',' ??? 5??? ??????',496,479
'201709','2038',' ??? 7???',206,159
'201709','2040',' ?? ?????',201,118
'201709','2050',' ???? 5???',2658,3141
'201709','105',' ??? 5??? ?',1319,1136
'201709','224',' ???? ?',1714,1659
'201709','2054',' ?????',912,898
'201709','2057',' ?? ???? ???',388,250
