month,code,office,rentals,returns
'201712','140',' ???? ??',245,284
'201712','643',' ????????? (????)',164,142
'201712','230',' ?????? 1???',589,558
'201712','260',' ??? ?????? ?',117,112
'201712','262',' ?????? ???',354,391
'201712','263',' ????? ???',316,331
'201712','264',' ?????? ?',252,231
'201712','265',' ??????? ???',127,139
'201712','141',' ?? ???? ?',297,211
'201712','266',' ??????? ???',380,405
'201712','267',' ???? ?? ?',205,191
'201712','268',' ???????? ?',174,148
'201712','270',' ??????????',156,122
'201712','271',' ??????????? ?',103,80
'201712','272',' ?????',225,223
'201712','716','??6? ???? ??',313,336
'201712','139',' ??? ?? ???',192,80
'201712','719',' ????? ???',165,180
'201712','720',' ???????? ?',72,33
'201712','816',' ???? 6??? ?',513,568
'201712','817',' ???? 4??? ?',130,99
'201712','818',' ???? ?? ???',249,312
'201712','819',' ????? ????',201,262
'201712','820',' ????? ???',166,196
'201712','822',' ??1? ????',73,66
'201712','823',' ??????? ?',68,90
'201712','825',' ???? ???? ?',200,214
'201712','199',' ?? ??? ???',197,144
'201712','388',' ????? ?',317,318
'201712','584',' ???? ???',413,380
'201712','585',' ??2?1? ????? ??',360,369
'201712','586',' ??? ????',140,135
'201712','900',' ??????',243,227
'201712','901',' ??1????',254,279
'201712','200',' ??????',113,99
'201712','902',' ??? ??????',49,82
'201712','903',' ????? ????',87,84
'201712','904',' ????? ????',128,112
'201712','905',' ???? 2???',301,296
'201712','906',' ???? 5???150M ??',450,487
'201712','907',' CJ ????',513,636
'201712','908',' ??? 4???',133,124
'201712','909',' ??? ????? 3?',96,30
'201712','911',' ??????(???4???)',249,224
'201712','201',' ????? ?',233,237
'201712','912',' ?????',297,356
'201712','913',' ??? ???',426,456
'201712','914',' ??? 2???',333,348
'201712','915',' ??? 4???',165,226
'201712','916',' ????? ?',204,225
'201712','917',' ??? 4???',250,184
'201712','919',' ??????',92,83
'201712','921',' ??????',103,43
'201712','202',' ???? ?',429,455
'201712','922',' ???? 4???',160,120
'201712','923',' ???? ????',137,134
'201712','924',' ?????',59,32
'201712','925',' ??? 2???',106,66
'201712','926',' ??? 8???',296,266
'201712','927',' ???? 3??? ??',123,116
'201712','928',' ?????????',20,12
'201712','930',' ? ????? ???',112,154
'201712','931',' ?????',399,544
'201712','????','????',27,28
'201712','932',' ????',153,177
'201712','933',' LG??? ???',172,193
'201712','587',' KEB???? ??????',197,148
'201712','588',' ?? ????',139,160
'201712','???','???',1,1
'201712','1001',' ??? ?? ???(???????)',198,207
'201712','1002',' ????(???)',67,73
'201712','1003',' ??????',130,124
'201712','1004',' ???????? ?????',88,138
'201712','1006',' ???? 115??',66,45
'201712','1007','??? ?????',11,12
'201712','1008',' ??? 3???(?????)',213,242
'201712','1009',' ???4???(?????)',332,284
'201712','1010',' ?????',214,212
'201712','1011',' LIGA ??? ?',278,217
'201712','1012',' ?? ????',115,94
'201712','1013',' ????? 1? ???',198,163
'201712','1014',' ?????????',132,80
'201712','1015',' ??? ????',109,118
'201712','103',' ??? 2??? ?',417,397
'201712','204',' ?????? 5??? ?',260,243
'201712','1016',' ??? ???? ???? 109??',82,90
'201712','1017',' ????(??)',146,162
'201712','1019',' ????????(??? ??? ???)',200,286
'201712','1020',' ?????',231,265
'201712','1021',' ??? ??? ???',38,44
'201712','1022',' ?? ???(???)',109,112
'201712','589',' ???3???',369,369
'201712','1101',' ????????? ?????',16,22
'201712','1102',' ????? ???? ?????',174,175
'201712','1105',' ??????',26,32
'201712','203',' ?????? 3??? ?',374,353
'201712','1108',' ????? 1???',60,57
'201712','1109',' ????? 4???',72,73
'201712','1111',' ?????6_7?? ?????',65,73
'201712','1112',' ?????4?? ??',173,170
'201712','1113',' ?????? ?????',127,115
'201712','1114',' ??????? ?????',22,27
'201712','1118',' ??? 3????(?????????????)',165,189
'201712','1119',' ??? ???????(??? ??? ?????)',137,124
'201712','1120',' ????????',282,283
'201712','1121',' ????????',159,179
'201712','205',' ???? ?',214,199
'201712','1122',' ???????',149,179
'201712','1123',' ???????? ??????',166,187
'201712','1124',' ??? 6????(????)',380,359
'201712','1126',' ???? 1????(???????105??)',126,87
'201712','1127',' ???(????????) ?????',91,104
'201712','1129',' ??? 1? ?? ?',108,90
'201712','1130',' ?????? ?????',61,55
'201712','1131',' ????? ?',147,209
'201712','1132',' ??? 7???',132,139
'201712','206',' KBS ?',329,335
'201712','1135',' ?????',123,91
'201712','1136',' ??2???',53,39
'201712','1137',' ??2?????',83,58
'201712','1139',' ??? ?????',102,86
'201712','1140',' ????? ?????',111,103
'201712','1141',' ??? ?????? 1-1',75,117
'201712','1145',' ??? ?????? 1-2',54,60
'201712','1146',' ??????',83,131
'201712','1148',' ????',38,45
'201712','1205',' ?????? 4???',154,132
'201712','1206',' 9???????? 9???',249,274
'201712','1208',' ?????????',199,256
'201712','1209',' ????? (2? ?? ?)',469,432
'201712','1213',' ???? ?',192,192
'201712','1215',' ?????? 1??? ?',207,265
'201712','1217',' ?????? 7??',107,80
'201712','1220',' ????????? ??????',290,247
'201712','1222',' ????? 5? ?? ?',346,420
'201712','1224',' ??????? 2? ??',165,171
'201712','1229',' ???????? ?',29,27
'201712','209',' ???????? ?',327,357
'201712','1232',' ???? ??? ?',154,126
'201712','1233',' ??3??(???????)',116,115
'201712','1235',' ??????310? ?',165,211
'201712','174',' ????? ????',61,41
'201712','176',' ????? ???',289,299
'201712','1313',' ????????? 1? ??',70,62
'201712','1401',' ????????',82,165
'201712','1314',' ??????1?? 201? ?',24,39
'201712','210',' IFC?',440,403
'201712','1315',' ???????? ??',61,40
'201712','1402',' ????? ?',75,83
'201712','1316',' ???????? ??? ',61,46
'201712','1318',' ??? 3??? ?',134,159
'201712','1319',' ????? ???',186,156
'201712','1322',' ????????? 103? ?',204,165
'201712','1403',' ???? ? (????)',267,258
'201712','1323',' ??? ?? ?? ?',99,111
'201712','1405',' ??? 1???',181,256
'201712','1406',' ????????',7,8
'201712','211',' ???? 4??? ?',723,722
'201712','1408',' ??? 6??? ?',115,126
'201712','1325',' ???? 4???',61,55
'201712','1326',' ???? 1???',84,49
'201712','1410',' ?? ????????',43,31
'201712','1327',' ???? 3???',108,104
'201712','1412',' ??????',78,108
'201712','1413',' ???? 5??? ?',70,95
'201712','1332',' ??? 5??? ???',69,101
'201712','1333',' ?????? ?',57,79
'201712','212',' ???? 1??? ?',519,397
'201712','1334',' ??????? ?',53,27
'201712','1418',' ??????',31,21
'201712','1441',' ??????',87,64
'201712','1420',' ?????? ?',74,67
'201712','1421',' ??? 4???',40,47
'201712','1422',' ???????? 1??',30,15
'201712','1424',' ??? 2???',29,14
'201712','1425',' ????????',84,66
'201712','213',' KT?',476,415
'201712','1426',' ????????? 1? ?',66,23
'201712','1434',' ???? ????',61,76
'201712','1435',' ?????',16,16
'201712','1436',' ??????',87,90
'201712','1437',' ????? ?',42,72
'201712','1438',' ???? ??? ?',175,137
'201712','1320',' ?? ???? ?',161,190
'201712','?????','?????',8,9
'201712','1404',' ??? ????',145,124
'201712','104',' ??? 1??? ?',444,327
'201712','214',' ????? ?',268,201
'201712','1601',' ??? ???? ? ??? ???',209,259
'201712','1603',' ???? 102? ??(???????)',67,89
'201712','1606',' ????? 3??? ',203,179
'201712','1610',' ???? 2??? ?',207,229
'201712','1611',' ??? ??(?)',173,200
'201712','1616',' ??2? ??????? ?',208,235
'201712','1617',' ??? ??????? ?',56,84
'201712','1623',' ?? ????',280,263
'201712','1634',' ????? ???',51,32
'201712','1635','4? ???? ???',17,19
'201712','218',' ????? ?',213,218
'201712','1636',' ??? ??? ???? ?',254,220
'201712','1637',' KT ??? ?? ?',377,379
'201712','1639',' ?????',36,42
'201712','1702',' ??? 1??? ?',31,45
'201712','1705',' ???? ???',93,97
'201712','1707',' ??????',79,54
'201712','1709',' ???4??? ??',134,107
'201712','1712',' ?????????',116,116
'201712','1802',' ???????? 5???',313,299
'201712','1804',' ??? 2??? ??????',184,189
'201712','219',' ???????? ?',251,259
'201712','1805',' ???????? ?',77,65
'201712','1806',' ?????????9? ?',45,51
'201712','1808',' ?????????8? ?',233,233
'201712','1809',' LG?? ???(??? ???? ???)',131,136
'201712','1812',' ???????? ?',155,177
'201712','1814',' ??????? ? ???? ?',151,146
'201712','1816',' ?????? ?',24,18
'201712','1820',' ???? ??????????',21,23
'201712','1821',' ???? ??? ??? ????? ?',42,32
'201712','220',' ????? A? ?',318,271
'201712','1822',' ?? ?????? ?',29,59
'201712','1823',' ?????? ?',63,38
'201712','1824',' ?????? ??',123,130
'201712','1825',' ????? ? ?? ??',35,30
'201712','1826',' ???? ?',71,89
'201712','1828',' ???????? ?',66,32
'201712','1829',' ???? ??? ?',123,110
'201712','1830',' ??? ??? ?',131,136
'201712','1831',' ???????? ?',82,54
'201712','1833',' ??? 1??? ? ??????',119,193
'201712','215',' ????? ?',99,117
'201712','1834',' ?????? ???? 2?',159,236
'201712','1835',' STX V??',58,81
'201712','1819',' ???? ? ??????',61,56
'201712','1503',' ??? ?? ???? ?',205,162
'201712','1504',' ??? ?????',99,62
'201712','1506',' ????????',107,117
'201712','1514',' ???? ??? ????? ?',136,104
'201712','1525',' ??? ????',52,47
'201712','1515',' ??? ????',74,79
'201712','216',' ?????1? ?',454,466
'201712','1520',' ????',35,53
'201712','1519',' ????? ?????? ?',76,67
'201712','1516',' ?????? ?? ?',32,22
'201712','1518',' SK telecom(?????) ?',112,124
'201712','1321',' ???? ????? ?',303,329
'201712','1703',' ?????????? ',35,29
'201712','1708',' ??????(????????)',98,92
'201712','217',' NH???? ?',496,587
'201712','1827',' ?????? ? ??? ???',154,132
'201712','1836',' ???? ?????',33,28
'201712','1901',' ???????? ?',135,121
'201712','1904',' ???? 1? ?? ?',204,199
'201712','1906',' ???? 1? ?? ?',575,575
'201712','1907',' ????(?) ?? ?',93,127
'201712','1908',' ?????? ?? ?',314,318
'201712','1910',' ???? ???',14,6
'201712','1911',' ???????? ?',473,477
'201712','1912',' ?????? ?',95,143
'201712','221',' ????? ?',407,490
'201712','1913',' ?????',91,72
'201712','1916',' ??????',77,70
'201712','1920',' ???????? ???',102,64
'201712','1924',' ?????????',101,62
'201712','1928',' ???????? ??',161,156
'201712','1929',' ?????? ????? ?',64,50
'201712','1930',' ????? ??????',30,25
'201712','1933',' ????????? ??',88,114
'201712','1937',' ????? ??',81,84
'201712','222',' ?????????? ?',605,747
'201712','1940',' ?? ????? ?',58,56
'201712','2002',' ??? 1???',266,311
'201712','2007',' ?????',182,187
'201712','2008',' ??????? ????',82,52
'201712','2013',' ????? 5???',459,255
'201712','2016',' ??????? 3????',170,175
'201712','223',' ??????? ?',441,446
'201712','2020',' ?????2??????',124,103
'201712','2024',' ??? 1???',184,150
'201712','2025',' ??? 1???',258,224
'201712','2027',' ????? ??',100,122
'201712','2036',' ???? ???????',40,63
'201712','2037',' ??? 5??? ??????',34,56
'201712','2038',' ??? 7???',28,26
'201712','2040',' ?? ?????',49,26
'201712','2050',' ???? 5???',477,748
'201712','105',' ??? 5??? ?',236,179
'201712','224',' ???? ?',478,457
'201712','2054',' ?????',105,124
'201712','2057',' ?? ???? ???',72,55
'201712','2102',' ??? ???',710,690
'201712','2103',' ??? ?????',266,325
'201712','2105',' ??? ??????',102,103
'201712','2106',' ?? ?????',164,206
'201712','2127',' ??????? ???',40,49
'201712','2135',' ??? 5???',216,184
'201712','2144',' ?????',45,36
'201712','225',' ????? ?',273,180
'201712','2153',' ???????? ?',102,122
'201712','2157',' ?? ???',154,169
'201712','2104',' ??? 5???',74,100
'201712','2107',' ??? ???',281,302
'201712','2108',' ??????',203,187
'201712','2112',' ?????? ?????',153,142
'201712','2116',' ????????',141,136
'201712','2122',' ???? ??',164,173
'201712','226',' ??? 1??? ?',359,287
'201712','2128',' ???????',119,93
'201712','2129',' ??? ?????',141,77
'201712','2130',' ???? ????',47,27
'201712','2137',' KT&G ????',82,87
'201712','2140',' ??1? ???',201,188
'201712','2145',' ?????? ??',133,116
'201712','2009',' ???? 8???',154,170
'201712','2012',' ????????',170,185
'201712','2015',' ??????? 6????',292,313
'201712','2033',' ??? ???? ???',83,75
'201712','207',' ????? 1??? ?',824,695
'201712','2041',' ????? ?????',59,70
'201712','2048',' ?????? ??',167,74
'201712','2056',' ???? ????',241,241
'201712','1608',' ??? 1? ?? ?',282,271
'201712','1619',' ??? ??????? ?(?1-1)',149,141
'201712','1203',' ????2?? ?',156,177
'201712','1207',' ??CU??? ?',79,106
'201712','1211',' ?????',428,458
'201712','???? ???','???? ???',0,3
'201712','1214',' ??? 7? ?? ??',218,180
'201712','2201',' ??? ??? ?',17,16
'201712','2202','?????? 1???',425,472
'201712','2205',' ??3?? ????? ?',272,260
'201712','2206',' ?????? ?',285,285
'201712','2210',' ??1? ???? ?',63,58
'201712','2212','????4???? 201? ???',140,102
'201712','2213',' ?????? 5??? ?',178,170
'201712','2214',' ???? 2??? ?',104,110
'201712','2217','?????? ?? ?',74,76
'201712','2219',"' ?????? 8-1?, 8-2? ?? ??'",413,478
'201712','2220',' ???? ???? ?',244,242
'201712','2221','???? ????? ?',90,100
'201712','2222','??? 12??? ?',182,274
'201712','2223',' ????? ?? ?',44,26
'201712','2225','??????? ?3??? ?',41,18
'201712','2226',' ????????? ?',46,14
'201712','2227','???????? ?',108,142
'201712','2228','???? ?',165,223
'201712','2229','????? ?? ?',43,35
'201712','401',' ??????? 10?? ?',171,189
'201712','2230','??? 4? ??',211,192
'201712','2231',' ????(????) A? ???',321,294
'201712','2233',' ?????1???? ?',60,65
'201712','2235','KT ???? ?',83,72
'201712','2237','??????? ??? ??',153,114
'201712','2239','??? 6???',186,203
'201712','2241','????? ???',183,168
'201712','2242','??? 11? ?? ?',317,133
'201712','2243','??????',135,114
'201712','2244','??????? ???',265,294
'201712','402',' ??????? 9?? ?',224,242
'201712','2245','?????? ???',82,110
'201712','2247','??????',169,200
'201712','2255','????? 1??? ?',432,600
'201712','2256','??? ??? ??',44,63
'201712','2257',' ????? ??? ???',30,18
'201712','2258','??? ???',64,55
'201712','2262',' ??16???? 119? ?',122,153
'201712','2301',' ?????? ???',176,181
'201712','2343',' ????? ????? ?',7,8
'201712','2344',' ???? 2?? ?',40,37
'201712','403',' ????? ?',184,100
'201712','2259',' ??? 3?-4? ???? ',155,170
'201712','2251',' ????? ??(??2) ',59,88
'201712','2337',' ?????? 2??? ?',147,127
'201712','2309',' ???(????? ?)',85,60
'201712','2317',' ??????',113,140
'201712','2311',' ??? ??? ??? ?',57,19
'201712','2302',' ???? ?????(???? 3??? ??)',308,285
'201712','2303',' ??? 7???',75,92
'201712','2304',' ?? ROYAL PALACE ?',61,40
'201712','2305',' MCM ?? ??? ?',79,154
'201712','2306',' ???? 2? ?? ?',343,256
'201712','2308',' ?????? ?',199,215
'201712','2310',' ??? ???? ?(??)',89,111
'201712','2312',' ??? 13? ?? ?',91,77
'201712','2313',' ???? ?',124,132
'201712','2348',' ??????(????)',148,184
'201712','2314',' ???????',60,58
'201712','2315',' ???? 5??? ?',159,137
'201712','106',' ??? 7??? ?',415,328
'201712','405',' DMC? ?',296,337
'201712','2316',' ??? 8???',140,147
'201712','2318',' ?????4???(????? ??)',69,112
'201712','2319',' ???4?? ??(?? ??? ??)',120,134
'201712','2320',' ??? ????? ??',127,124
'201712','2321',' ???? ???',154,138
'201712','2322',' ??? 3? ??',126,107
'201712','2323',' ???? ??? ?? ?',60,32
'201712','2324',' ??? ?? 2? ?? ?',132,141
'201712','2325',' ??? ??????',164,195
'201712','2326',' ??? ???',114,71
'201712','406',' ??????? 7?? ?',174,129
'201712','2327',' ????? ?????? ?',273,336
'201712','2328',' ???? ?? ??? ?????? 7??? ?',94,83
'201712','2329',' ????????? ?????? 2???',98,91
'201712','2330',' ???? ?',142,124
'201712','2331',' ???????',115,90
'201712','2332',' ???3???',204,219
'201712','2333',' ??? 3??? ??',242,117
'201712','2334','??@ 2? ( ????)',100,80
'201712','2335',' 3?? ??? 3????',181,203
'201712','2336',' ?????????  ??????? 104? ?',96,75
'201712','421',' ???? ?',637,696
'201712','2339',' ????? ?? ?',112,103
'201712','2340',' ?????????(23370) ?',265,317
'201712','2341',' ??? 4~5? ?? ??',89,78
'201712','2342',' ??? 1???  ?',106,139
'201712','1106',' ??????',56,72
'201712','1302',' ??????6??? ?',145,124
'201712','1304',' ????',25,6
'201712','1308',' ????? ????? ?',685,796
'201712','1110',' ??????',53,48
'201712','1128',' ??? 6???',73,88
'201712','407',' ??? ????????',175,182
'201712','1018',' ?? ?? GS ???',191,166
'201712','1103',' ??? 4????',141,116
'201712','1115',' ??? 1????',130,120
'201712','1117',' ?????',210,182
'201712','1125',' ??????(????)',141,125
'201712','1201',' ????? 3? ??',174,172
'201712','1212',' ??? 2? ???',156,191
'201712','408',' LG CNS?',442,480
'201712','1231',' ??? 6???',269,238
'201712','1306',' ??????2???',181,156
'201712','1317',' ??? ????',30,14
'201712','1407',' ??? 1??? ?',95,114
'201712','1414',' ???? 1???',153,128
'201712','420',' ??? ????? ????',109,101
'201712','1416',' ??? 3???',191,153
'201712','1427',' ???? 1???',40,51
'201712','1428',' ??????',101,89
'201712','1429',' ?????',75,99
'201712','1430',' ????',45,27
'201712','1431',' ???? ???',168,180
'201712','1433',' ??? 2???',121,134
'201712','1509',' ?????????',55,80
'201712','409',' ?????? ?',691,769
'201712','1510',' ????5?? ????? ?',22,8
'201712','1511',' ?? ????????102??',20,23
'201712','1512',' ????? ?',89,111
'201712','1513',' ???? ??',11,5
'201712','1522',' ??????????(???)',50,49
'201712','1605',' ????',49,90
'201712','1620',' ??? ???????? ?(?1-2)',86,63
'201712','1628',' ?????? ?',57,51
'201712','1630',' ???? ?',25,11
'201712','419',' ???? ?',586,440
'201712','1936',' ??? 1? ?? ???????',107,100
'201712','1941',' ???? 2???',54,75
'201712','1943',' ??? ??',27,25
'201712','1946',' ??? ??',177,178
'201712','1951',' ??????? 4?? ?? ?',92,68
'201712','1952',' ??????2?? ?',86,95
'201712','1953',' ??? 4??? ?',130,133
'201712','2003',' ??????',176,176
'201712','2028',' ??? 2??? ??',149,148
'201712','2263',' ?????????',240,190
'201712','410',' ????? ?',98,71
'201712','2249',' ?????? ???',54,49
'201712','2250',' ????? ???',72,51
'201712','2109',' ????? ????',216,233
'201712','2115',' ??????????',143,89
'201712','2119',' ??? ????',144,149
'201712','2141',' ?????? ???',456,495
'201712','2143',' ????????',87,77
'201712','2148',' ???? 3??? ?',161,183
'201712','2246',' ??? ????? ?',68,90
'201712','418',' ??????? 3??? ?',364,347
'201712','2252',' ????? ?',309,262
'201712','1210',' ??????(???2??? ?)',800,781
'201712','1218',' ??? 4???',190,212
'201712','1226',' ??4? ???? ?',175,258
'201712','1227',' ??? 8??? ?',75,81
'201712','1228',' ????? ',97,96
'201712','1230',' ????? ??',72,74
'201712','1239',' ?? ????3',77,76
'201712','107',' ???? ???????? ?',676,918
'201712','411',' DMC???',293,282
'201712','1240',' ?? ????4',98,81
'201712','1241',' ?? ????5',15,14
'201712','1242',' ?? ????6',15,21
'201712','1243',' ?? ????7',235,264
'201712','1244',' ?? ????8',158,137
'201712','1245',' ?? ????9',235,179
'201712','1246',' ?? ????10',150,154
'201712','1247',' ?? ????11',85,92
'201712','1248',' ??????',277,228
